0.77194,1,2,2,2,6,5,4,4,0.11875,0.086066,0.067647,0.020548,0.011742,0.0067454,0.063717,0.046256,0.0103,0.19891,2.8373e-05,0.0009311,-4.7969e-06
1.0388,2,2,2,2,2,2,2,3,0.015267,0.017544,0,0,0.0076336,0.0073529,0.030534,0.86512,0.0027225,0.013448,1.8939e-05,0.0025591,-4.5016e-07
0.69854,1,2,4,4,4,4,3,2,0.11864,0.11027,0.017045,0.04328,0.11364,0.38501,0.55307,0.079259,0.22474,0.10274,0.0020777,0.00083968,-0.00024328
0.78894,5,5,5,5,5,5,5,5,0,0.0052356,0,0,0.0025,0.013158,0.0019493,1.6934e-06,7.2696e-06,0.16684,-1.755e-07,1.9707e-08,-2.9586e-09
0.63904,0,0,1,1,2,6,5,3,0,0,0,0.54608,0.041667,0,0.24058,0.026003,0.0075249,0.047519,-2.7585e-06,-8.6183e-05,-5.8131e-06
0.63582,0,0,3,3,4,4,4,2,0,0.14414,0,0.01662,0.042056,0.16197,0.24317,0.074788,0.047132,0.14404,1.5889e-05,0.0003565,0.00024953
0.58151,0,0,1,3,5,5,4,5,0,0.90643,0.0044843,0.033088,0.017699,0.0049875,0.16321,0.0046897,0.0021075,0.072315,-1.9751e-06,-5.7401e-05,2.8089e-07
1.013,2,2,2,2,2,2,4,2,0,0.29167,0.21407,0.44109,0.47042,0.37758,0.45532,0.45244,0.3984,0.91273,-0.005511,-0.019647,-0.00048138
0.52538,0,0,1,1,4,5,6,5,0,0,0,0.011905,0.020067,0.13774,0.1358,0.0014045,0.0089571,0.060648,2.4882e-07,-5.9684e-06,-3.1905e-06
0.71923,0,0,0,3,4,4,4,4,0,0,0.0068259,0,0.017301,0.027027,0.0038314,0.037245,1.7965e-05,0.21096,4.8263e-10,-5.8254e-06,-2.2395e-10
0.63352,2,2,3,4,4,4,4,4,0.23125,0.11667,0.088685,0.042079,0.024793,0.079646,0.11368,0.036117,0.0090498,0.13743,1.0071e-06,6.9346e-05,2.0135e-06
0.7898,0,0,1,3,7,5,5,2,0,0,0.2356,0.15158,0.11454,0.17557,0.11301,0.028917,0.2686,0.17594,-0.0006399,-0.0012549,0.00011253
0.7581,0,4,3,3,3,3,4,2,0.30719,0.046025,0.0030488,0.037783,0.016162,0.051331,0.10772,0.1964,0.17125,0.28728,-0.00013508,-0.00027655,0.0050191
0.78912,2,2,6,6,6,4,2,2,0,0.038732,0.033079,0.008547,0.138,0.10994,0.084309,0.20559,0.011716,0.21699,1.5121e-06,0.00024901,8.9721e-07
1.0285,0,1,3,4,4,4,2,1,0,0.07,0.04914,0.1592,0.14679,0.010989,0,0.36889,0.10751,0.40483,0.0026775,0.017244,-0.0014119
0.64129,0,0,2,3,4,4,4,3,0,0,0.16883,0.042553,0.0060423,0.11239,0.38768,0.060727,0.083425,0.17115,0.00027197,0.0012866,-0.0003633
0.5913,0,0,0,0,3,3,5,4,0,0,0,0.012712,0.010563,0.0030488,0.0051813,0.017985,3.196e-05,0.077068,8.587e-08,-3.4513e-07,1.7081e-08
0.37886,1,6,6,6,6,6,6,6,0.010989,0,0,0,0,0,0.0031447,0.00022467,3.1525e-07,0.039745,-2.0115e-09,6.4502e-07,-1.8775e-10
0.61224,0,3,4,3,3,3,3,1,0.60784,0.19068,0.045016,0.17466,0.25098,0.27572,0,0.10897,0.046513,0.2454,1.7264e-05,0.00055219,-4.6778e-05
1.0352,2,2,2,2,2,2,3,1,0.013423,0.013699,0.095057,0.009434,0.0097561,0.1407,0.16406,0.90119,0.010613,0.97818,4.5496e-07,0.00035118,-1.3539e-06
1.1195,0,0,0,2,3,2,4,1,0,0,0,0.47204,0.36345,0.10962,0,0.20517,0.18622,0.67995,0.021039,0.00047492,0.018568
0.77192,0,0,2,3,3,4,4,3,0,0.81071,0.53117,0.38745,0.012478,0.22014,0.33954,0.011108,0.05478,0.17028,3.4094e-05,0.00028983,9.805e-05
0.99199,0,0,0,0,0,4,3,4,0,0,0,0,0.010941,0.0056604,0.016667,0.018723,1.9641e-05,0.19447,6.7875e-09,2.3886e-05,8.7769e-09
1.2064,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,1.428,0.0015241,0.00040039,-5.7722e-08,-8.8733e-05,1.5986e-07
0.6406,0,2,2,3,3,5,5,2,0,0.4689,0.026846,0.027855,0.1224,0.045894,0.13149,0.10503,0.0843,0.20671,0.00022661,0.0022533,0.00093467
1.1432,0,2,3,3,3,2,1,1,0.36158,0.33333,0.18733,0,0.40892,0,0,0.33505,1.112,0.78298,0.11944,0.10131,0.053819
0.97923,0,4,4,2,2,2,3,3,0.51562,0.29352,0.41056,0.14754,0.12319,0.21014,0.3985,0.53298,0.20486,0.74944,-0.0015992,-0.017181,0.0011005
0.96472,1,2,2,2,3,4,4,4,0.33775,0.2027,0.10417,0.0066445,0.024306,0.18431,0.037736,0.35269,0.014609,0.56199,-2.2346e-05,-0.0023496,-1.9184e-05
0.7701,0,0,2,2,3,2,3,3,0,0,0,0.62397,0.2847,0.17993,0.031646,0.065531,0.0331,0.30071,0.00024483,-0.0056728,0.000781
1.9468,2,2,2,2,2,2,2,2,0.66038,0.63218,0.51351,0.35135,0.14483,0.11888,0.43262,3.2854,2.0723,3.6204,-0.17034,-0.45073,-0.072373
0.76137,0,0,0,2,3,3,4,4,0,0,0,0.042353,0.027559,0.030769,0.11482,0.038318,0.043023,0.19026,-2.3179e-06,-1.8343e-05,0.00013087
