0.8,0,0,2,3,6,4,4,3,0,0.81163,0.50963,0.19008,0.025258,0.18662,0.34266,0.026523,0.053076,0.21345,0.00013173,0.0010838,0.00011504
2.0473,2,2,2,2,2,2,2,2,0.69136,0.65432,0.50459,0.36321,0.16746,0.095238,0.41827,3.6605,1.8123,3.9798,-0.13426,-0.41815,-0.016765
0.74997,2,2,2,2,2,3,4,3,0.15385,0.09292,0.044872,0.06701,0.039046,0.030965,0.09833,0.14453,0.0089749,0.2835,3.7777e-07,7.4011e-05,-1.2616e-06
2.001,1,2,2,2,2,2,2,2,0.68724,0.6449,0.52423,0.39819,0.18433,0.055814,0.40566,3.4986,1.5335,3.6986,-0.096149,-0.34509,0.00037853
1.2485,3,3,3,3,3,3,3,3,0.016393,0.079365,0.04918,0.033333,0.033333,0.016667,0.033333,1.5307,0.0031195,0.00038166,-3.773e-07,-0.00044051,-5.9644e-08
1.3552,3,3,3,3,3,3,3,3,0.017241,0.017241,0.016949,0.017241,0.017241,0,0.051724,1.8087,0.00024799,4.6158e-05,-2.3379e-09,-3.6315e-05,-9.9349e-10
3.0717,3,3,3,3,3,3,3,3,0,0.028169,0,0,0.014286,0.014286,0.014286,9.4067,0.0042029,0.0015961,3.1771e-06,0.002271,1.7179e-06
1.2042,0,2,3,5,3,3,1,1,0.62778,0.13233,0.035311,0.051512,0.051675,0,0,0.69107,1.4305,1.0639,0.5025,0.52589,-0.40512
1.0295,2,2,2,2,2,2,5,2,0.045267,0.046575,0.10251,0.01462,0.0030581,0.13125,0.26667,0.87369,0.023724,0.95855,4.3829e-05,0.0040247,-2.5872e-05
0.9379,1,2,2,2,3,4,4,4,0.41485,0.2153,0.13548,0.014113,0.0022173,0.14558,0.037143,0.32055,0.014541,0.53006,-2.1268e-05,-0.0025744,-1.4037e-05
0.58148,0,3,3,4,3,4,4,4,0.046243,0.050388,0.084548,0.01373,0.05988,0.12205,0.12891,0.017939,0.029903,0.11702,2.3187e-05,0.0001393,-1.0696e-05
0.75011,2,4,4,4,4,4,4,7,0.020619,0.029613,0.0051903,0.0017606,0.001996,0.0125,0.051173,0.14872,5.6105e-05,0.035613,1.431e-09,6.9345e-06,-1.3431e-09
1.4051,2,2,2,2,2,2,2,4,0.0070423,0.0077882,0.0058275,0.037958,0.029872,0.019231,0.013932,1.7793,0.00010149,1.6453,9.2545e-09,0.0002917,-3.9408e-08
0.73067,2,2,2,2,2,3,5,3,0.16129,0.097458,0.079365,0.071795,0.051173,0,0.12789,0.11499,0.0084446,0.25879,3.3405e-07,5.8575e-05,-4.5084e-07
0.61014,1,2,2,3,3,3,3,3,0.36076,0.17937,0.20667,0.21026,0.22912,0.22894,0.092929,0.025099,0.01266,0.17256,-3.152e-05,-0.0018759,3.7468e-05
2.9886,3,3,3,3,3,3,3,3,0.10811,0.094595,0.054054,0.040541,0.04,0.013514,0.027027,8.903,0.027133,0.016794,0.00065176,0.040024,5.1384e-05
1.2636,3,3,3,3,3,3,3,3,0.046875,0.016393,0.016667,0.016667,0.033333,0,0.016667,1.5691,0.0013032,0.0015665,3.9038e-06,0.0014025,2.9014e-08
0.94252,1,2,2,2,3,4,3,4,0.38596,0.19943,0.11547,0.04845,0.029213,0.16705,0.041056,0.31516,0.013131,0.53261,-8.3768e-06,-0.0022889,-1.1388e-05
0.65251,1,2,2,2,2,4,4,6,0.0064516,0.0085106,0.0063898,0.015306,0.0063559,0.17531,0,0.042939,2.2111e-05,0.15293,2.3858e-09,1.3865e-05,-4.5527e-09
0.95944,1,2,2,2,3,4,3,4,0.43478,0.22254,0.15021,0.029412,0.0181,0.14742,0.071429,0.34257,0.01494,0.56331,-5.7714e-06,-0.0024492,-1.1201e-05
0.707,1,1,3,4,5,5,2,2,0,0.058081,0.067542,0.26126,0.29495,0.37644,0.65021,0.15289,0.12933,0.21887,0.00098241,0.0066802,0.0019549
0.64863,1,2,2,2,2,2,5,6,0.013072,0.026201,0.0097087,0.028424,0.0042827,0.0018868,0,0.045288,7.8368e-05,0.15984,-6.8147e-09,-3.8691e-06,-3.9034e-09
